0.999605119228363,3.741319285829692e-08,[ 0.49375372  0.97130534  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],830,b'Escape from L.A. (1996)'
0.9994876384735107,1.9784293419496622e-08,[ 0.49018441  0.96881015  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],824,"b'Arrival, The (1996)'"
0.9994217157363892,2.859095081779525e-06,[ 0.0594884   0.77051401  1.          1.          1.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          1.          0.          0.          0.        ],100,b'Heavy Metal (1981)'
0.9995108842849731,9.379239947309236e-09,[ 0.13444378  0.89833892  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.        ],226,b'Star Trek VI: The Undiscovered Country (1991)'
0.9992641806602478,6.399243181239308e-09,[ 0.21237359  0.9840308   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],357,b'Spawn (1997)'
0.9994613528251648,1.5877491929752373e-09,[ 0.37775134  0.7681614   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],635,b'Escape from New York (1981)'
0.9987236857414246,2.4216106606516867e-08,[ 0.14931588  0.98153561  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],251,"b'Lost World: Jurassic Park, The (1997)'"
0.9990726709365845,6.365255839602936e-08,[ 0.15407496  0.97647394  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          1.          1.          0.          0.        ],259,b'Event Horizon (1997)'
0.9994408488273621,5.629495718362717e-09,[ 0.09696609  0.87231767  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],163,"b'Abyss, The (1989)'"
0.9991508722305298,3.405301458295514e-06,[ 0.35038667  0.96581593  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          1.          0.          0.          0.        ],589,b'Hellraiser: Bloodline (1996)'
