6.002141888041352,0.005097063655752992,[ 0.6395003   0.93740643  1.          1.          1.          1.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],1075,"b'Pagemaster, The (1994)'"
4.267376381352479,0.0033914075078516556,[ 0.46817371  0.93740643  0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          1.          0.          0.        ],787,b'Relative Fear (1994)'
4.298537530858937,0.0035579124474124342,[ 0.87804878  0.9804306   0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          1.          0.          0.        ],1476,b'Nightwatch (1997)'
4.844198890405442,0.004245216079431321,[ 0.64842356  0.71608327  0.          1.          1.          1.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.        ],1090,"b""Pete's Dragon (1977)"""
4.253607233033595,0.003358522136674342,[ 0.76918501  0.99101732  0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],1293,b'Ayn Rand: A Sense of Life (1997)'
4.220005968941288,0.0034119187988172336,[ 0.8810232  0.9680616  0.         0.         0.         0.         0.         0.         1.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.         0.       ],1481,"b'Gate of Heavenly Peace, The (1995)'"
3.6787638007427548,0.003565874473633895,[ 0.59012493  0.9827832   0.          1.          1.          1.          1.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.        ],992,b'Hercules (1997)'
4.232475897247522,0.0033193444814035573,[ 0.67340869  0.69002638  0.          1.          0.          1.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.        ],1132,b'Escape to Witch Mountain (1975)'
5.060689730591334,0.004242996258682765,[ 0.49910767  0.97280245  1.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.        ],839,b'Last Man Standing (1996)'
4.092090375099165,0.0032196102210616893,[ 0.0559191   0.91134954  0.          0.          1.          1.          1.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          0.          0.          0.        ],94,b'Aladdin (1992)'
