0.9996833086815938,9.552786051729014e-08,[ 0.94883998  0.95041705  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],1595,b'Nemesis 2: Nebula (1995)'
0.9992135980953198,4.355697274700555e-08,[ 0.37775134  0.7681614   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],635,b'Escape from New York (1981)'
0.9996949731595397,8.404113268953012e-06,[ 0.2528257   0.83325016  1.          0.          1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          1.          0.        ],425,"b'Transformers: The Movie, The (1986)'"
0.9995343699621605,2.8942916452895923e-09,[ 0.49375372  0.97130534  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],830,b'Escape from L.A. (1996)'
0.9994688719071746,1.779353614419833e-08,[ 0.13563355  0.80719327  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.        ],228,b'Star Trek III: The Search for Spock (1984)'
0.9997861985298776,7.813738228474233e-10,[ 0.09696609  0.87231767  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],163,"b'Abyss, The (1989)'"
0.9993188468351922,1.7431370763156047e-08,[ 0.21237359  0.9840308   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],357,b'Spawn (1997)'
0.9998598022568969,1.119043603481573e-05,[ 0.0594884   0.77051401  1.          1.          1.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          1.          0.          0.          0.        ],100,b'Heavy Metal (1981)'
0.9993110304122621,1.2021173114727245e-07,[ 0.39500297  0.91134954  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.          1.          1.          0.          0.        ],664,b'Alien 3 (1992)'
0.9995499390086025,2.736260296063908e-08,[ 0.16061868  0.97647394  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          1.          0.        ],270,b'Starship Troopers (1997)'
