0.9991748873027978,1.1360971302936248e-06,[ 0.16061868  0.97647394  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          1.          0.        ],270,b'Starship Troopers (1997)'
0.9992856827841653,4.4451798345111016e-07,[ 0.21237359  0.9840308   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],357,b'Spawn (1997)'
0.9991262588304856,3.3182479910016063e-08,[ 0.14931588  0.98153561  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],251,"b'Lost World: Jurassic Park, The (1997)'"
0.9994907664725728,2.8557533800115013e-07,[ 0.5800119   0.97180438  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],975,b'Solo (1996)'
0.9993175269336513,1.1632946053953751e-09,[ 0.09696609  0.87231767  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],163,"b'Abyss, The (1989)'"
0.9998233931301715,1.6926410404451063e-08,[ 0.37775134  0.7681614   1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],635,b'Escape from New York (1981)'
0.9984883146919017,7.692695172264758e-08,[ 0.49375372  0.97130534  1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],830,b'Escape from L.A. (1996)'
0.998085530773387,9.330288157539627e-05,[ 0.23616895  0.92439581  1.          1.          0.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          0.          0.          0.        ],397,b'Super Mario Bros. (1993)'
0.9990152870942451,4.3266309276114556e-06,[ 0.94883998  0.95041705  1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          0.          0.        ],1595,b'Nemesis 2: Nebula (1995)'
0.9996584507407497,0.000733586730311336,[ 0.2528257   0.83325016  1.          0.          1.          1.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          1.          1.          1.          0.        ],425,"b'Transformers: The Movie, The (1986)'"
